"trade_date","close","daily_return"
"1999-04-29","0.0343868","0.0"
"1999-04-30","0.0348559","0.013641862575174196"
"1999-05-03","0.0350837","0.006535478928961817"
"1999-05-04","0.0332515","-0.05222368222279859"
"1999-05-05","0.0339333","0.020504338150158525"
"1999-05-06","0.0332515","-0.02009235765457519"
"1999-05-07","0.0334779","0.00680871539629775"
"1999-05-10","0.0334779","0.0"
"1999-05-11","0.0353183","0.05497357958533836"
"1999-05-12","0.0362297","0.025805319055560424"
"1999-05-13","0.0362297","0.0"
"1999-05-14","0.0343868","-0.05086710626916576"
"1999-05-17","0.0359942","0.046744681098560927"
"1999-05-18","0.0378386","0.05124158892265985"
"1999-05-19","0.0359942","-0.04874387530194042"
"1999-05-20","0.0332515","-0.07619838751798884"
"1999-05-21","0.0325554","-0.02093439393711577"
"1999-05-24","0.0323268","-0.0070218765550414215"
"1999-05-25","0.0325554","0.007071531979657605"
"1999-05-26","0.0325554","0.0"
"1999-05-27","0.0323268","-0.0070218765550414215"
"1999-05-28","0.0325554","0.007071531979657605"
"1999-06-01","0.032785","0.007052593425361182"
"1999-06-02","0.0314141","-0.0418148543541254"
"1999-06-03","0.0323268","0.02905383251469889"
"1999-06-04","0.0325554","0.007071531979657605"
"1999-06-07","0.0330168","0.014172763965425113"
"1999-06-08","0.0337177","0.021228586658913168"
"1999-06-09","0.0343868","0.019844176797349726"
"1999-06-10","0.0343868","0.0"
"1999-06-11","0.0337177","-0.019458047855572452"
"1999-06-14","0.0325554","-0.03447150902938234"
"1999-06-15","0.0325554","0.0"
"1999-06-16","0.0334779","0.02833631286975432"
"1999-06-17","0.0325554","-0.027555491831924933"
"1999-06-18","0.0311834","-0.042143546078377114"
"1999-06-21","0.0330168","0.0587941019901614"
"1999-06-22","0.0323268","-0.020898451697317615"
"1999-06-23","0.0330168","0.02134451909870436"
"1999-06-24","0.0323268","-0.020898451697317615"
"1999-06-25","0.032785","0.014173998044965752"
"1999-06-28","0.0332515","0.014229068171419905"
"1999-06-29","0.0334779","0.00680871539629775"
"1999-06-30","0.0364567","0.08897810197174864"
"1999-07-01","0.0346193","-0.05039951504113106"
"1999-07-02","0.0371475","0.0730286285395719"
"1999-07-06","0.037377","0.006178073894609342"
"1999-07-07","0.0364567","-0.024622093801000586"
"1999-07-08","0.037377","0.02524364520101926"
"1999-07-09","0.0405864","0.08586563929689384"
"1999-07-12","0.0424127","0.04499783178601689"
"1999-07-13","0.0424127","0.0"
"1999-07-14","0.0408112","-0.03775991625150011"
"1999-07-15","0.0410388","0.005576900458697647"
"1999-07-16","0.0419634","0.022529898535044827"
"1999-07-19","0.0408112","-0.02745726037451682"
"1999-07-20","0.0401271","-0.016762555376955347"
"1999-07-21","0.038972","-0.02878603238210584"
"1999-07-22","0.0371475","-0.046815662526942414"
"1999-07-23","0.0371475","0.0"
"1999-07-26","0.037377","0.006178073894609342"
"1999-07-27","0.037377","0.0"
"1999-07-28","0.0380583","0.01822778714182526"
"1999-07-29","0.0382868","0.00600394657669942"
"1999-07-30","0.0385123","0.005889758350136248"
"1999-08-02","0.0387442","0.006021452886480427"
"1999-08-03","0.0378386","-0.023373821113869934"
"1999-08-04","0.0378386","0.0"
"1999-08-05","0.0385123","0.017804569936519833"
"1999-08-06","0.0385123","0.0"
"1999-08-09","0.0385123","0.0"
"1999-08-10","0.0392015","0.017895581411652924"
"1999-08-11","0.0417307","0.0645179393645652"
"1999-08-12","0.0437967","0.04950791623433104"
"1999-08-13","0.0433452","-0.010308995883251489"
"1999-08-16","0.0417307","-0.03724749222520597"
"1999-08-17","0.0417307","0.0"
"1999-08-18","0.0426466","0.021947870512596175"
"1999-08-19","0.0518125","0.2149268640407441"
"1999-08-20","0.0513634","-0.008667792521109788"
"1999-08-23","0.0481421","-0.06271586382521399"
"1999-08-24","0.0479156","-0.004704821767226555"
"1999-08-25","0.0476939","-0.004626885607192756"
"1999-08-26","0.0469969","-0.014614028209058104"
"1999-08-27","0.0497567","0.05872302215678055"
"1999-08-30","0.0495241","-0.004674747320461354"
"1999-08-31","0.0536499","0.08330893443798068"
"1999-09-01","0.0511337","-0.04690036700907184"
"1999-09-02","0.0506643","-0.009179855946274079"
"1999-09-03","0.0509039","0.004729168270359988"
"1999-09-07","0.0506643","-0.004706908507992502"
"1999-09-08","0.0506643","0.0"
"1999-09-09","0.0499754","-0.013597345665488307"
"1999-09-10","0.0506643","0.01378478211279948"
"1999-09-13","0.0490628","-0.03161002915267764"
"1999-09-14","0.0474581","-0.032707061154275616"
"1999-09-15","0.0479156","0.009640082514892075"
"1999-09-16","0.0467673","-0.023965055222098956"
"1999-09-17","0.0465426","-0.004804639138885383"
"1999-09-20","0.0449409","-0.03441363396114537"
"1999-09-21","0.0405864","-0.09689392068249629"
"1999-09-22","0.0414991","0.022487828435140723"
"1999-09-23","0.0380583","-0.08291264147897169"
"1999-09-24","0.0346193","-0.09036136664012855"
"1999-09-27","0.0366834","0.0596228115530932"
"1999-09-28","0.0401271","0.09387624920263664"
"1999-09-29","0.036919","-0.07994846375641396"
"1999-09-30","0.0366834","-0.0063815379614833145"
"1999-10-01","0.0364567","-0.006179906987901785"
"1999-10-04","0.037377","0.02524364520101926"
"1999-10-05","0.0408112","0.0918800331754822"
"1999-10-06","0.0458586","0.1236768338103266"
"1999-10-07","0.0426466","-0.07004138809296402"
"1999-10-08","0.0449409","0.053797958102169904"
"1999-10-11","0.0437967","-0.025460104270274918"
"1999-10-12","0.0431057","-0.01577744441932849"
"1999-10-13","0.0419634","-0.026499975641272475"
"1999-10-14","0.0410388","-0.022033486323796397"
"1999-10-15","0.0408112","-0.005545971129760164"
"1999-10-18","0.0387442","-0.050647861371388235"
"1999-10-19","0.0371475","-0.04121132969579962"
"1999-10-20","0.0385123","0.036740022881755145"
"1999-10-21","0.0401271","0.04192946149671662"
"1999-10-22","0.0412705","0.02849445885698201"
"1999-10-25","0.0392015","-0.050132661344059345"
"1999-10-26","0.0428759","0.09373110722803978"
"1999-10-27","0.0410388","-0.04284691400063908"
"1999-10-28","0.0392015","-0.04476982757780442"
"1999-10-29","0.04218","0.07597923548843799"
"1999-11-01","0.0449409","0.06545519203413933"
"1999-11-02","0.0476939","0.06125823025351069"
"1999-11-03","0.0525018","0.10080744078383198"
"1999-11-04","0.0557067","0.06104362136155325"
"1999-11-05","0.0538797","-0.03279677309910649"
"1999-11-08","0.0554773","0.029651241562220976"
"1999-11-09","0.0547982","-0.012241042732793448"
"1999-11-10","0.0541092","-0.012573405695807439"
"1999-11-11","0.0580132","0.07215039216990822"
"1999-11-12","0.0612287","0.05542704074245165"
"1999-11-15","0.0598507","-0.022505785685470986"
"1999-11-17","0.0681083","0.13796998197180646"
"1999-11-18","0.0683281","0.003227213129677383"
"1999-11-19","0.081858","0.19801370153714207"
"1999-11-22","0.081858","0.0"
"1999-11-23","0.0758966","-0.07282611351364565"
"1999-11-24","0.0736001","-0.030258272439081503"
"1999-11-26","0.0731409","-0.006239121957714824"
"1999-11-29","0.070385","-0.03767932852890779"
"1999-11-30","0.066251","-0.058734105278113215"
"1999-12-01","0.0694663","0.04853209762871489"
"1999-12-02","0.0747485","0.07603974877026703"
"1999-12-03","0.0729113","-0.02457841963383877"
"1999-12-06","0.074978","0.02834540050719168"
"1999-12-07","0.0724518","-0.033692549814612366"
"1999-12-08","0.075667","0.04437708932007212"
"1999-12-09","0.0733705","-0.030350086563495225"
"1999-12-10","0.0724518","-0.012521381209069154"
"1999-12-13","0.072232","-0.003033741052672152"
"1999-12-14","0.071074","-0.016031675711596055"
"1999-12-15","0.0687874","-0.03217210231589611"
"1999-12-16","0.0683281","-0.0066770949330836145"
"1999-12-17","0.0719926","0.05363093661319429"
"1999-12-20","0.0779734","0.08307520495161995"
"1999-12-21","0.0811689","0.040981924605057674"
"1999-12-22","0.0832259","0.025342218509798745"
"1999-12-23","0.0887275","0.06610442182061108"
"1999-12-27","0.0853027","-0.03859908145727092"
"1999-12-28","0.0850629","-0.002811165414459312"
"1999-12-29","0.087819","0.03240072934263936"
"1999-12-30","0.0887275","0.010345141711930295"
"1999-12-31","0.0896361","0.010240342622073151"
"2000-01-03","0.0894165","-0.00244990578572696"
"2000-01-04","0.0871299","-0.025572461458455653"
"2000-01-05","0.0841545","-0.03414901199243891"
"2000-01-06","0.0786527","-0.0653773713823977"
"2000-01-07","0.0800206","0.017391647076324034"
"2000-01-10","0.0825467","0.03156812120878878"
"2000-01-11","0.0793316","-0.03894886167466414"
"2000-01-12","0.0772747","-0.02592787741580909"
"2000-01-13","0.08048","0.04147929399920018"
"2000-01-14","0.0839146","0.04267644135188879"
"2000-01-18","0.0875893","0.043790949369954556"
"2000-01-19","0.0866707","-0.010487582387346305"
"2000-01-20","0.0864409","-0.0026514150687602872"
"2000-01-21","0.0855225","-0.010624600160340761"
"2000-01-24","0.0816381","-0.04541962641410151"
"2000-01-25","0.0809392","-0.008560953770359701"
"2000-01-26","0.077734","-0.03960009488603798"
"2000-01-27","0.0736001","-0.053180075642575916"
"2000-01-28","0.0715432","-0.027946972898134654"
"2000-01-31","0.0708444","-0.009767525075758414"
"2000-02-01","0.0724518","0.022689161034605346"
"2000-02-02","0.0745187","0.0285279316731951"
"2000-02-03","0.075667","0.015409554917087993"
"2000-02-04","0.0775044","0.02428271241095858"
"2000-02-07","0.0726915","-0.06209840989672838"
"2000-02-08","0.0761264","0.04725311762723276"
"2000-02-09","0.0781833","0.027019535929716898"
"2000-02-10","0.0940097","0.2024268609792629"
"2000-02-11","0.0956073","0.016993991045604916"
"2000-02-14","0.110746","0.15834251150278264"
"2000-02-15","0.106611","-0.0373376916547776"
"2000-02-16","0.111432","0.04522047443509587"
"2000-02-17","0.115328","0.03496302677866319"
"2000-02-18","0.128628","0.11532325194228628"
"2000-02-22","0.125184","-0.02677488571695123"
"2000-02-23","0.125873","0.005503898261758875"
"2000-02-24","0.124724","-0.009128248313776672"
"2000-02-25","0.116935","-0.06244988935569741"
"2000-02-28","0.116005","-0.007953136357805621"
"2000-02-29","0.122218","0.05355803629153913"
"2000-03-01","0.118764","-0.028260976288271768"
"2000-03-02","0.110746","-0.06751204068572966"
"2000-03-03","0.112582","0.016578476875011326"
"2000-03-06","0.111662","-0.008171821427937006"
"2000-03-07","0.159113","0.4249520875499275"
"2000-03-08","0.16049","0.00865422687021167"
"2000-03-09","0.191693","0.1944233285562964"
"2000-03-10","0.225382","0.17574454987923396"
"2000-03-13","0.285325","0.2659617893176917"
"2000-03-14","0.210464","-0.26237098046087787"
"2000-03-15","0.201768","-0.041318230196138096"
"2000-03-16","0.179991","-0.10793089092422976"
"2000-03-17","0.190775","0.059914106816451866"
"2000-03-20","0.190775","0.0"
"2000-03-21","0.181369","-0.04930415410824268"
"2000-03-22","0.182516","0.00632412374771879"
"2000-03-23","0.185733","0.01762585198010036"
"2000-03-24","0.178154","-0.04080588802205317"
"2000-03-27","0.166222","-0.06697576254251938"
"2000-03-28","0.153829","-0.07455691785684214"
"2000-03-29","0.143765","-0.06542329469735869"
"2000-03-30","0.142846","-0.006392376447675047"
"2000-03-31","0.16141","0.12995813673466527"
"2000-04-03","0.14881","-0.07806207793816988"
"2000-04-04","0.143305","-0.03699348162085888"
"2000-04-05","0.17517","0.22235790795854998"
"2000-04-06","0.183445","0.04723982417080553"
"2000-04-07","0.196049","0.06870724195262888"
"2000-04-10","0.178614","-0.08893184867048547"
"2000-04-11","0.168058","-0.05909951067665459"
"2000-04-12","0.150625","-0.10373204488926444"
"2000-04-13","0.144223","-0.04250290456431548"
"2000-04-14","0.131383","-0.08902879568446082"
"2000-04-17","0.138266","0.05238881742691216"
"2000-04-18","0.162548","0.17561801165868687"
"2000-04-19","0.154758","-0.04792430543593272"
"2000-04-20","0.154069","-0.0044521123302187614"
"2000-04-24","0.14651","-0.04906243306570439"
"2000-04-25","0.162318","0.10789707187222708"
"2000-04-26","0.16072","-0.009844872410946342"
"2000-04-27","0.173801","0.08138999502239926"
"2000-04-28","0.170354","-0.01983302742792047"
"2000-05-01","0.17586","0.032320931706916085"
"2000-05-02","0.168988","-0.03907653815535079"
"2000-05-03","0.166222","-0.01636802613203299"
"2000-05-04","0.168288","0.012429161001552048"
"2000-05-05","0.176099","0.04641447993915201"
"2000-05-08","0.169676","-0.03647380166837978"
"2000-05-09","0.16713","-0.015005068483462556"
"2000-05-10","0.150625","-0.09875545982169563"
"2000-05-11","0.157046","0.04262904564315341"
"2000-05-12","0.152452","-0.029252575678463552"
"2000-05-15","0.162788","0.06779838900112811"
"2000-05-16","0.179532","0.10285770449910318"
"2000-05-17","0.211154","0.17613573067753943"
"2000-05-18","0.196737","-0.06827718158311001"
"2000-05-19","0.19513","-0.008168265247513164"
"2000-05-22","0.20771","0.0644698406190745"
"2000-05-23","0.206112","-0.0076934187087767366"
"2000-05-24","0.203376","-0.013274336283185785"
"2000-05-25","0.200631","-0.01349716780741089"
"2000-05-26","0.201538","0.004520737074529814"
"2000-05-30","0.210008","0.0420268138018637"
"2000-05-31","0.218034","0.038217591710792"
"2000-06-01","0.224237","0.0284496913325444"
"2000-06-02","0.251305","0.120711568563618"
"2000-06-05","0.256786","0.021810151011718883"
"2000-06-06","0.244017","-0.04972623118082762"
"2000-06-07","0.233202","-0.04432068257539441"
"2000-06-08","0.23503","0.007838697781322615"
"2000-06-09","0.241589","0.027907075692464832"
"2000-06-12","0.23503","-0.027149414915414234"
"2000-06-13","0.242569","0.03207675615878832"
"2000-06-14","0.242319","-0.00103063458232503"
"2000-06-15","0.248559","0.025751179230683503"
"2000-06-16","0.286212","0.1514851604649199"
"2000-06-19","0.303957","0.06199949687644108"
"2000-06-20","0.299872","-0.0134394009678999"
"2000-06-21","0.330417","0.10186012698751462"
"2000-06-22","0.312513","-0.05418607396108563"
"2000-06-23","0.283009","-0.09440887259090014"
"2000-06-26","0.317057","0.12030712804186428"
"2000-06-27","0.272154","-0.14162437668936492"
"2000-06-28","0.2618","-0.03804463649257417"
"2000-06-29","0.223997","-0.14439648586707401"
"2000-06-30","0.242819","0.08402791108809496"
"2000-07-03","0.233671","-0.03767415235216361"
"2000-07-05","0.2084","-0.10814778042632586"
"2000-07-06","0.22125","0.061660268714011514"
"2000-07-07","0.222399","0.005193220338983101"
"2000-07-10","0.2339","0.051713362020512604"
"2000-07-11","0.252673","0.08026079521162884"
"2000-07-12","0.259803","0.028218290042861825"
"2000-07-13","0.284397","0.09466403390261084"
"2000-07-14","0.28204","-0.008287710489210497"
"2000-07-17","0.279014","-0.010728974613530097"
"2000-07-18","0.273473","-0.01985921853383688"
"2000-07-19","0.256086","-0.0635784885528006"
"2000-07-20","0.262998","0.026990932733534943"
"2000-07-21","0.266413","0.012984889618932467"
"2000-07-24","0.243787","-0.08492828803399236"
"2000-07-25","0.23457","-0.03780759433439848"
"2000-07-26","0.217115","-0.07441275525429508"
"2000-07-27","0.201538","-0.071745388388642"
"2000-07-28","0.206332","0.02378707737498632"
"2000-07-31","0.229306","0.11134482290677172"
"2000-08-01","0.224694","-0.02011286228881933"
"2000-08-02","0.229306","0.020525692719876833"
"2000-08-03","0.239383","0.04394564468439553"
"2000-08-04","0.243787","0.018397296382784038"
"2000-08-07","0.262748","0.0777769118123607"
"2000-08-08","0.257036","-0.02173946138505334"
"2000-08-09","0.249258","-0.030260352635428422"
"2000-08-10","0.252253","0.012015662486259208"
"2000-08-11","0.246263","-0.02374600103863976"
"2000-08-14","0.248559","0.009323365670035662"
"2000-08-15","0.272154","0.09492716015111102"
"2000-08-16","0.279014","0.025206317011691827"
"2000-08-17","0.284397","0.019292938705584763"
"2000-08-18","0.294172","0.034370967344943784"
"2000-08-21","0.298763","0.01560651591585879"
"2000-08-22","0.270557","-0.09440928093505557"
"2000-08-23","0.286461","0.05878243771183163"
"2000-08-24","0.293953","0.026153647442409257"
"2000-08-25","0.286661","-0.02480668678326134"
"2000-08-28","0.298065","0.03978218174080194"
"2000-08-29","0.297397","-0.0022411219029406402"
"2000-08-30","0.299872","0.00832220903371589"
"2000-08-31","0.303287","0.01138819229537918"
"2000-09-01","0.303737","0.0014837431212020495"
"2000-09-05","0.304217","0.0015803145484416979"
"2000-09-06","0.283258","-0.06889490067944923"
"2000-09-07","0.298543","0.053961406209180295"
"2000-09-08","0.280911","-0.05906016888689395"
"2000-09-11","0.269427","-0.04088127556414663"
"2000-09-12","0.267758","-0.0061946278583810506"
"2000-09-13","0.26751","-9.262094876715933E-4"
"2000-09-14","0.265065","-0.009139845239430415"
"2000-09-15","0.270756","0.02147020542131176"
"2000-09-18","0.25516","-0.05760167826382425"
"2000-09-19","0.262998","0.030717980874745303"
"2000-09-20","0.25425","-0.03326261036205611"
"2000-09-21","0.265295","0.04344149459193718"
"2000-09-22","0.269857","0.017195951676435704"
"2000-09-25","0.289358","0.07226419918697677"
"2000-09-26","0.296249","0.023814789983342365"
"2000-09-27","0.312513","0.0548997633747287"
"2000-09-28","0.32192","0.03010114779225184"
"2000-09-29","0.312932","-0.027919980119284284"
"2000-10-02","0.305314","-0.0243439469277671"
"2000-10-03","0.288908","-0.05373484347262156"
"2000-10-04","0.285764","-0.010882357013305205"
"2000-10-05","0.279014","-0.02362088996514618"
"2000-10-06","0.261581","-0.0624807357336907"
"2000-10-09","0.26731","0.021901437795558483"
"2000-10-10","0.246932","-0.07623358647263469"
"2000-10-11","0.249258","0.009419597298041545"
"2000-10-12","0.239383","-0.039617584992256996"
"2000-10-13","0.248788","0.039288504196204395"
"2000-10-16","0.243289","-0.02210315610077658"
"2000-10-17","0.225382","-0.07360382097012198"
"2000-10-18","0.221939","-0.015276286482505265"
"2000-10-19","0.243289","0.09619760384610189"
"2000-10-20","0.265934","0.09307860199186975"
"2000-10-23","0.260033","-0.022189716245384152"
"2000-10-24","0.251774","-0.03176135336668814"
"2000-10-25","0.229716","-0.08761031718922524"
"2000-10-26","0.239592","0.04299221647599643"
"2000-10-27","0.23413","-0.022797088383585407"
"2000-10-30","0.217574","-0.07071285183445102"
"2000-10-31","0.237565","0.0918813828858228"
"2000-11-01","0.237565","0.0"
"2000-11-02","0.25564","0.07608444004798678"
"2000-11-03","0.272154","0.06459865435769062"
"2000-11-06","0.293253","0.07752595956700978"
"2000-11-07","0.273473","-0.06745029036361082"
"2000-11-08","0.265295","-0.029904231862012038"
"2000-11-09","0.237565","-0.10452515124672536"
"2000-11-10","0.224694","-0.05417885631300905"
"2000-11-13","0.225612","0.0040855563566450466"
"2000-11-14","0.267062","0.18372249703029986"
"2000-11-15","0.263477","-0.013423849143644565"
"2000-11-16","0.246932","-0.06279485495887688"
"2000-11-17","0.242089","-0.019612686893557794"
"2000-11-20","0.223549","-0.07658340527657184"
"2000-11-21","0.219194","-0.0194811875696156"
"2000-11-22","0.20771","-0.05239194503499181"
"2000-11-24","0.219654","0.05750324972317165"
"2000-11-27","0.212303","-0.03346626967867645"
"2000-11-28","0.196508","-0.07439838344253262"
"2000-11-29","0.184345","-0.06189569890284355"
"2000-11-30","0.154758","-0.16049797933223034"
"2000-12-01","0.170124","0.09929050517582283"
"2000-12-04","0.172643","0.014806846770590826"
"2000-12-05","0.183895","0.0651749564129447"
"2000-12-06","0.157496","-0.14355474591478837"
"2000-12-07","0.154758","-0.01738456849697764"
"2000-12-08","0.190085","0.2282725287222631"
"2000-12-11","0.190085","0.0"
"2000-12-12","0.184805","-0.02777704711050323"
"2000-12-13","0.170574","-0.07700549227564187"
"2000-12-14","0.158883","-0.06853916775123997"
"2000-12-15","0.143075","-0.09949459665288286"
"2000-12-18","0.14765","0.031976236239734376"
"2000-12-19","0.136667","-0.07438537080934637"
"2000-12-20","0.121758","-0.1090899778293224"
"2000-12-21","0.106611","-0.1244025033262702"
"2000-12-22","0.133901","0.25597733817335916"
"2000-12-26","0.128628","-0.0393798403297959"
"2000-12-27","0.137127","0.06607426065864358"
"2000-12-28","0.137807","0.004958906706921422"
"2000-12-29","0.125184","-0.09159912050911799"
"2001-01-02","0.114411","-0.08605732361963184"
"2001-01-03","0.149489","0.30659639370340275"
"2001-01-04","0.166691","0.11507201198750405"
"2001-01-05","0.141698","-0.1499361093280382"
"2001-01-08","0.155218","0.09541419074369437"
"2001-01-09","0.158423","0.02064837840972061"
"2001-01-10","0.169437","0.06952273344148259"
"2001-01-11","0.183445","0.0826737961602247"
"2001-01-12","0.179532","-0.02133064406225299"
"2001-01-16","0.165533","-0.07797495711070998"
"2001-01-17","0.171514","0.03613176828789417"
"2001-01-18","0.204285","0.1910689506395979"
"2001-01-19","0.199014","-0.02580218811953887"
"2001-01-22","0.191005","-0.04024339996181167"
"2001-01-23","0.210008","0.09948954215858219"
"2001-01-24","0.209328","-0.0032379718867853314"
"2001-01-25","0.188259","-0.10065065351983479"
"2001-01-26","0.19422","0.03166382483705955"
"2001-01-29","0.19513","0.004685408299866101"
"2001-01-30","0.199473","0.022256956900527924"
"2001-01-31","0.197415","-0.01031718578454229"
"2001-02-01","0.198324","0.00460451333485294"
"2001-02-02","0.179073","-0.0970684334724995"
"2001-02-05","0.178853","-0.0012285492508641613"
"2001-02-06","0.179752","0.005026474255394"
"2001-02-07","0.171514","-0.04582980996038984"
"2001-02-08","0.170574","-0.005480602166586963"
"2001-02-09","0.169437","-0.006665728657356919"
"2001-02-12","0.164844","-0.02710742045716115"
"2001-02-13","0.169885","0.030580427555749787"
"2001-02-14","0.182276","0.07293757541866548"
"2001-02-15","0.215738","0.18357874871074645"
"2001-02-16","0.227449","0.05428343639043654"
"2001-02-20","0.204744","-0.09982457605880879"
"2001-02-21","0.21392","0.044816942132614335"
"2001-02-22","0.223089","0.04286181750186991"
"2001-02-23","0.20771","-0.06893661274199984"
"2001-02-26","0.203156","-0.021924798998603834"
"2001-02-27","0.190775","-0.06094331449723367"
"2001-02-28","0.170814","-0.10463110994627182"
"2001-03-01","0.184345","0.07921481845750357"
"2001-03-02","0.166451","-0.09706799750467884"
"2001-03-05","0.168058","0.009654492913830647"
"2001-03-06","0.184345","0.09691297052208163"
"2001-03-07","0.199243","0.08081586156391544"
"2001-03-08","0.205882","0.03332112044086872"
"2001-03-09","0.191235","-0.07114269338747448"
"2001-03-12","0.184345","-0.036028969592386224"
"2001-03-13","0.206332","0.11927093221947965"
"2001-03-14","0.218034","0.05671442141790909"
"2001-03-15","0.228837","0.04954731830815381"
"2001-03-16","0.227909","-0.004055288261950699"
"2001-03-19","0.240969","0.057303572917260785"
"2001-03-20","0.218504","-0.09322775958733276"
"2001-03-21","0.2348","0.07457987039138873"
"2001-03-22","0.258454","0.10074105621805796"
"2001-03-23","0.256086","-0.009162171991921335"
"2001-03-26","0.269857","0.05377490374327388"
"2001-03-27","0.260033","-0.03640446606906621"
"2001-03-28","0.260233","7.691331484849152E-4"
"2001-03-29","0.264115","0.014917400944538152"
"2001-03-30","0.248059","-0.06079170058497241"
"2001-04-02","0.237565","-0.04230445176349176"
"2001-04-03","0.245613","0.033877044177383034"
"2001-04-04","0.220342","-0.10288950503434259"
"2001-04-05","0.240519","0.0915712846393334"
"2001-04-06","0.239592","-0.003854165367393059"
"2001-04-09","0.227909","-0.04876206217235968"
"2001-04-10","0.249508","0.09477028112097376"
"2001-04-11","0.264335","0.059424948298250874"
"2001-04-12","0.268488","0.015711124141714182"
"2001-04-16","0.2618","-0.02490986561783032"
"2001-04-17","0.27465","0.04908326967150508"
"2001-04-18","0.295299","0.07518296013107581"
"2001-04-19","0.320524","0.08542189441887714"
"2001-04-20","0.332286","0.03669616003793803"
"2001-04-23","0.314788","-0.05265945601078593"
"2001-04-24","0.292553","-0.07063483995577978"
"2001-04-25","0.305784","0.04522599323883191"
"2001-04-26","0.28179","-0.07846715328467159"
"2001-04-27","0.301939","0.07150360197310064"
"2001-04-30","0.318186","0.05380888192648187"
"2001-05-01","0.348089","0.09397962198211095"
"2001-05-02","0.339953","-0.02337333268215881"
"2001-05-03","0.338653","-0.003824058031551489"
"2001-05-04","0.343198","0.013420817178646053"
"2001-05-07","0.358643","0.045003176009184166"
"2001-05-08","0.332745","-0.07221108456041238"
"2001-05-09","0.317057","-0.04714721483418244"
"2001-05-10","0.306514","-0.033252695887490163"
"2001-05-11","0.298543","-0.026005337439725447"
"2001-05-14","0.30102","0.00829696224664456"
"2001-05-15","0.312063","0.036685270081722045"
"2001-05-16","0.326691","0.04687515021005384"
"2001-05-17","0.332515","0.01782724348084274"
"2001-05-18","0.329669","-0.008559012375381607"
"2001-05-21","0.344567","0.045190782269488555"
"2001-05-22","0.354851","0.029846154739136408"
